datetime,timezone,water_level(ft below land surface),battery_voltage(v),source,status,comment
2018-01-31 21:00:00,-06:00,229.58,12.17,datalogger,R,
2018-01-31 20:00:00,-06:00,229.60,,datalogger,R,
2018-01-31 19:00:00,-06:00,229.67,,datalogger,R,
2018-01-31 18:00:00,-06:00,229.72,,datalogger,R,
2018-01-31 17:00:00,-06:00,229.79,,datalogger,R,
2018-01-31 16:00:00,-06:00,229.90,,datalogger,R,
2018-01-31 15:00:00,-06:00,229.80,,datalogger,R,
2018-01-31 14:00:00,-06:00,230.03,,datalogger,R,
2018-01-31 13:00:00,-06:00,230.06,,datalogger,R,
2018-01-31 12:00:00,-06:00,230.11,,datalogger,R,
2018-01-31 11:00:00,-06:00,230.16,,datalogger,R,
2018-01-31 10:00:00,-06:00,230.28,,datalogger,R,
2018-01-31 09:00:00,-06:00,230.28,12.33,datalogger,R,
2018-01-31 08:00:00,-06:00,230.20,,datalogger,R,
2018-01-31 07:00:00,-06:00,230.24,,datalogger,R,
2018-01-31 06:00:00,-06:00,230.23,,datalogger,R,
2018-01-31 05:00:00,-06:00,230.23,,datalogger,R,
2018-01-31 04:00:00,-06:00,230.22,,datalogger,R,
2018-01-31 03:00:00,-06:00,230.21,,datalogger,R,
2018-01-31 02:00:00,-06:00,230.11,,datalogger,R,
2018-01-31 01:00:00,-06:00,230.23,,datalogger,R,
2018-01-31 00:00:00,-06:00,230.26,,datalogger,R,
2018-01-30 23:00:00,-06:00,230.34,,datalogger,R,
2018-01-30 22:00:00,-06:00,230.28,,datalogger,R,
2018-01-30 21:00:00,-06:00,230.45,12.17,datalogger,R,
2018-01-30 20:00:00,-06:00,230.44,,datalogger,R,
2018-01-30 19:00:00,-06:00,230.50,,datalogger,R,
2018-01-30 18:00:00,-06:00,230.41,,datalogger,R,
2018-01-30 17:00:00,-06:00,230.45,,datalogger,R,
2018-01-30 16:00:00,-06:00,230.43,,datalogger,R,
2018-01-30 15:00:00,-06:00,230.54,,datalogger,R,
2018-01-30 14:00:00,-06:00,230.57,,datalogger,R,
2018-01-30 13:00:00,-06:00,230.60,,datalogger,R,
2018-01-30 12:00:00,-06:00,230.57,,datalogger,R,
2018-01-30 11:00:00,-06:00,230.57,,datalogger,R,
2018-01-30 10:00:00,-06:00,230.52,,datalogger,R,
2018-01-30 09:00:00,-06:00,230.54,12.25,datalogger,R,
2018-01-30 08:00:00,-06:00,230.40,,datalogger,R,
2018-01-30 07:00:00,-06:00,230.42,,datalogger,R,
2018-01-30 06:00:00,-06:00,230.51,,datalogger,R,
2018-01-30 05:00:00,-06:00,230.51,,datalogger,R,
2018-01-30 04:00:00,-06:00,230.54,,datalogger,R,
2018-01-30 03:00:00,-06:00,230.56,,datalogger,R,
2018-01-30 02:00:00,-06:00,230.31,,datalogger,R,
2018-01-30 01:00:00,-06:00,230.26,,datalogger,R,
2018-01-30 00:00:00,-06:00,230.31,,datalogger,R,
2018-01-29 23:00:00,-06:00,230.31,,datalogger,R,
2018-01-29 22:00:00,-06:00,230.21,,datalogger,R,
2018-01-29 21:00:00,-06:00,230.25,12.17,datalogger,R,
2018-01-29 20:00:00,-06:00,230.39,,datalogger,R,
2018-01-29 19:00:00,-06:00,230.46,,datalogger,R,
2018-01-29 18:00:00,-06:00,230.34,,datalogger,R,
2018-01-29 17:00:00,-06:00,230.83,,datalogger,R,
2018-01-29 16:00:00,-06:00,230.86,,datalogger,R,
2018-01-29 15:00:00,-06:00,230.14,,datalogger,R,
2018-01-29 14:00:00,-06:00,230.12,,datalogger,R,
2018-01-29 13:00:00,-06:00,230.24,,datalogger,R,
2018-01-29 12:00:00,-06:00,230.38,,datalogger,R,
2018-01-29 11:00:00,-06:00,230.43,,datalogger,R,
2018-01-29 10:00:00,-06:00,230.65,,datalogger,R,
2018-01-29 09:00:00,-06:00,230.66,12.25,datalogger,R,
2018-01-29 08:00:00,-06:00,230.56,,datalogger,R,
2018-01-29 07:00:00,-06:00,230.47,,datalogger,R,
2018-01-29 06:00:00,-06:00,230.36,,datalogger,R,
2018-01-29 05:00:00,-06:00,230.25,,datalogger,R,
2018-01-29 04:00:00,-06:00,230.08,,datalogger,R,
2018-01-29 03:00:00,-06:00,230.05,,datalogger,R,
2018-01-29 02:00:00,-06:00,229.98,,datalogger,R,
2018-01-29 01:00:00,-06:00,230.04,,datalogger,R,
2018-01-29 00:00:00,-06:00,230.09,,datalogger,R,
2018-01-28 23:00:00,-06:00,230.06,,datalogger,R,
2018-01-28 22:00:00,-06:00,229.97,,datalogger,R,
2018-01-28 21:00:00,-06:00,229.89,12.25,datalogger,R,
2018-01-28 20:00:00,-06:00,229.67,,datalogger,R,
2018-01-28 19:00:00,-06:00,229.63,,datalogger,R,
2018-01-28 18:00:00,-06:00,229.65,,datalogger,R,
2018-01-28 17:00:00,-06:00,229.55,,datalogger,R,
2018-01-28 16:00:00,-06:00,229.59,,datalogger,R,
2018-01-28 15:00:00,-06:00,229.56,,datalogger,R,
