datetime,timezone,water_level(ft below land surface),battery_voltage(v),source,status,comment
2018-01-31 21:00:00,-06:00,50.56,12.80,datalogger,R,
2018-01-31 20:00:00,-06:00,50.56,,datalogger,R,
2018-01-31 19:00:00,-06:00,50.56,,datalogger,R,
2018-01-31 18:00:00,-06:00,50.56,,datalogger,R,
2018-01-31 17:00:00,-06:00,50.58,,datalogger,R,
2018-01-31 16:00:00,-06:00,50.62,,datalogger,R,
2018-01-31 15:00:00,-06:00,50.66,,datalogger,R,
2018-01-31 14:00:00,-06:00,50.70,,datalogger,R,
2018-01-31 13:00:00,-06:00,50.74,,datalogger,R,
2018-01-31 12:00:00,-06:00,50.74,,datalogger,R,
2018-01-31 11:00:00,-06:00,50.74,,datalogger,R,
2018-01-31 10:00:00,-06:00,50.74,,datalogger,R,
2018-01-31 09:00:00,-06:00,50.75,12.40,datalogger,R,
2018-01-31 08:00:00,-06:00,50.75,,datalogger,R,
2018-01-31 07:00:00,-06:00,50.76,,datalogger,R,
2018-01-31 06:00:00,-06:00,50.80,,datalogger,R,
2018-01-31 05:00:00,-06:00,50.83,,datalogger,R,
2018-01-31 04:00:00,-06:00,50.83,,datalogger,R,
2018-01-31 03:00:00,-06:00,50.83,,datalogger,R,
2018-01-31 02:00:00,-06:00,50.83,,datalogger,R,
2018-01-31 01:00:00,-06:00,50.81,,datalogger,R,
2018-01-31 00:00:00,-06:00,50.78,,datalogger,R,
2018-01-30 23:00:00,-06:00,50.77,,datalogger,R,
2018-01-30 22:00:00,-06:00,50.76,,datalogger,R,
2018-01-30 21:00:00,-06:00,50.73,12.70,datalogger,R,
2018-01-30 20:00:00,-06:00,50.73,,datalogger,R,
2018-01-30 19:00:00,-06:00,50.73,,datalogger,R,
2018-01-30 18:00:00,-06:00,50.73,,datalogger,R,
2018-01-30 17:00:00,-06:00,50.74,,datalogger,R,
2018-01-30 16:00:00,-06:00,50.76,,datalogger,R,
2018-01-30 15:00:00,-06:00,50.79,,datalogger,R,
2018-01-30 14:00:00,-06:00,50.82,,datalogger,R,
2018-01-30 13:00:00,-06:00,50.86,,datalogger,R,
2018-01-30 12:00:00,-06:00,50.87,,datalogger,R,
2018-01-30 11:00:00,-06:00,50.87,,datalogger,R,
2018-01-30 10:00:00,-06:00,50.87,,datalogger,R,
2018-01-30 09:00:00,-06:00,50.87,12.40,datalogger,R,
2018-01-30 08:00:00,-06:00,50.87,,datalogger,R,
2018-01-30 07:00:00,-06:00,50.87,,datalogger,R,
2018-01-30 06:00:00,-06:00,50.88,,datalogger,R,
2018-01-30 05:00:00,-06:00,50.89,,datalogger,R,
2018-01-30 04:00:00,-06:00,50.89,,datalogger,R,
2018-01-30 03:00:00,-06:00,50.89,,datalogger,R,
2018-01-30 02:00:00,-06:00,50.89,,datalogger,R,
2018-01-30 01:00:00,-06:00,50.89,,datalogger,R,
2018-01-30 00:00:00,-06:00,50.89,,datalogger,R,
2018-01-29 23:00:00,-06:00,50.88,,datalogger,R,
2018-01-29 22:00:00,-06:00,50.85,,datalogger,R,
2018-01-29 21:00:00,-06:00,50.81,12.70,datalogger,R,
2018-01-29 20:00:00,-06:00,50.75,,datalogger,R,
2018-01-29 19:00:00,-06:00,50.67,,datalogger,R,
2018-01-29 18:00:00,-06:00,50.67,,datalogger,R,
2018-01-29 17:00:00,-06:00,50.67,,datalogger,R,
2018-01-29 16:00:00,-06:00,50.67,,datalogger,R,
2018-01-29 15:00:00,-06:00,50.67,,datalogger,R,
2018-01-29 14:00:00,-06:00,50.68,,datalogger,R,
2018-01-29 13:00:00,-06:00,50.68,,datalogger,R,
2018-01-29 12:00:00,-06:00,50.68,,datalogger,R,
2018-01-29 11:00:00,-06:00,50.68,,datalogger,R,
2018-01-29 10:00:00,-06:00,50.66,,datalogger,R,
2018-01-29 09:00:00,-06:00,50.65,12.40,datalogger,R,
2018-01-29 08:00:00,-06:00,50.63,,datalogger,R,
2018-01-29 07:00:00,-06:00,50.61,,datalogger,R,
2018-01-29 06:00:00,-06:00,50.61,,datalogger,R,
2018-01-29 05:00:00,-06:00,50.61,,datalogger,R,
2018-01-29 04:00:00,-06:00,50.61,,datalogger,R,
2018-01-29 03:00:00,-06:00,50.61,,datalogger,R,
2018-01-29 02:00:00,-06:00,50.61,,datalogger,R,
2018-01-29 01:00:00,-06:00,50.59,,datalogger,R,
2018-01-29 00:00:00,-06:00,50.59,,datalogger,R,
2018-01-28 23:00:00,-06:00,50.59,,datalogger,R,
2018-01-28 22:00:00,-06:00,50.58,,datalogger,R,
2018-01-28 21:00:00,-06:00,50.53,12.80,datalogger,R,
2018-01-28 20:00:00,-06:00,50.48,,datalogger,R,
2018-01-28 19:00:00,-06:00,50.45,,datalogger,R,
2018-01-28 18:00:00,-06:00,50.43,,datalogger,R,
2018-01-28 17:00:00,-06:00,50.43,,datalogger,R,
2018-01-28 16:00:00,-06:00,50.43,,datalogger,R,
2018-01-28 15:00:00,-06:00,50.44,,datalogger,R,
2018-01-28 14:00:00,-06:00,50.46,,datalogger,R,
2018-01-28 13:00:00,-06:00,50.49,,datalogger,R,
2018-01-28 12:00:00,-06:00,50.49,,datalogger,R,
2018-01-28 11:00:00,-06:00,50.49,,datalogger,R,
2018-01-28 10:00:00,-06:00,50.48,,datalogger,R,
2018-01-28 09:00:00,-06:00,50.48,12.50,datalogger,R,
2018-01-28 08:00:00,-06:00,50.48,,datalogger,R,
2018-01-28 07:00:00,-06:00,50.48,,datalogger,R,
2018-01-28 06:00:00,-06:00,50.48,,datalogger,R,
2018-01-28 05:00:00,-06:00,50.48,,datalogger,R,
2018-01-28 04:00:00,-06:00,50.48,,datalogger,R,
2018-01-28 03:00:00,-06:00,50.48,,datalogger,R,
2018-01-28 02:00:00,-06:00,50.48,,datalogger,R,
2018-01-28 01:00:00,-06:00,50.48,,datalogger,R,
2018-01-28 00:00:00,-06:00,50.48,,datalogger,R,
2018-01-27 23:00:00,-06:00,50.48,,datalogger,R,
2018-01-27 22:00:00,-06:00,50.48,,datalogger,R,
2018-01-27 21:00:00,-06:00,50.47,12.90,datalogger,R,
2018-01-27 20:00:00,-06:00,50.44,,datalogger,R,
2018-01-27 19:00:00,-06:00,50.41,,datalogger,R,
2018-01-27 18:00:00,-06:00,50.38,,datalogger,R,
2018-01-27 17:00:00,-06:00,50.38,,datalogger,R,
2018-01-27 16:00:00,-06:00,50.38,,datalogger,R,
2018-01-27 15:00:00,-06:00,50.39,,datalogger,R,
2018-01-27 14:00:00,-06:00,50.40,,datalogger,R,
2018-01-27 13:00:00,-06:00,50.41,,datalogger,R,
2018-01-27 12:00:00,-06:00,50.41,,datalogger,R,
2018-01-27 11:00:00,-06:00,50.41,,datalogger,R,
2018-01-27 10:00:00,-06:00,50.41,,datalogger,R,
2018-01-27 09:00:00,-06:00,50.39,12.50,datalogger,R,
2018-01-27 08:00:00,-06:00,50.38,,datalogger,R,
2018-01-27 07:00:00,-06:00,50.38,,datalogger,R,
2018-01-27 06:00:00,-06:00,50.38,,datalogger,R,
2018-01-27 05:00:00,-06:00,50.38,,datalogger,R,
2018-01-27 04:00:00,-06:00,50.38,,datalogger,R,
2018-01-27 03:00:00,-06:00,50.40,,datalogger,R,
2018-01-27 02:00:00,-06:00,50.41,,datalogger,R,
2018-01-27 01:00:00,-06:00,50.44,,datalogger,R,
2018-01-27 00:00:00,-06:00,50.46,,datalogger,R,
2018-01-26 23:00:00,-06:00,50.46,,datalogger,R,
2018-01-26 22:00:00,-06:00,50.46,,datalogger,R,
2018-01-26 21:00:00,-06:00,50.46,12.80,datalogger,R,
2018-01-26 20:00:00,-06:00,50.45,,datalogger,R,
2018-01-26 19:00:00,-06:00,50.43,,datalogger,R,
2018-01-26 18:00:00,-06:00,50.41,,datalogger,R,
2018-01-26 17:00:00,-06:00,50.41,,datalogger,R,
2018-01-26 16:00:00,-06:00,50.41,,datalogger,R,
2018-01-26 15:00:00,-06:00,50.41,,datalogger,R,
2018-01-26 14:00:00,-06:00,50.43,,datalogger,R,
2018-01-26 13:00:00,-06:00,50.45,,datalogger,R,
2018-01-26 12:00:00,-06:00,50.49,,datalogger,R,
2018-01-26 11:00:00,-06:00,50.53,,datalogger,R,
2018-01-26 10:00:00,-06:00,50.53,,datalogger,R,
2018-01-26 09:00:00,-06:00,50.53,12.50,datalogger,R,
2018-01-26 08:00:00,-06:00,50.53,,datalogger,R,
2018-01-26 07:00:00,-06:00,50.53,,datalogger,R,
2018-01-26 06:00:00,-06:00,50.53,,datalogger,R,
2018-01-26 05:00:00,-06:00,50.53,,datalogger,R,
2018-01-26 04:00:00,-06:00,50.52,,datalogger,R,
2018-01-26 03:00:00,-06:00,50.51,,datalogger,R,
2018-01-26 02:00:00,-06:00,50.51,,datalogger,R,
2018-01-26 01:00:00,-06:00,50.51,,datalogger,R,
2018-01-26 00:00:00,-06:00,50.53,,datalogger,R,
2018-01-25 23:00:00,-06:00,50.54,,datalogger,R,
2018-01-25 22:00:00,-06:00,50.54,,datalogger,R,
2018-01-25 21:00:00,-06:00,50.54,12.60,datalogger,R,
2018-01-25 20:00:00,-06:00,50.54,,datalogger,R,
2018-01-25 19:00:00,-06:00,50.54,,datalogger,R,
2018-01-25 18:00:00,-06:00,50.53,,datalogger,R,
2018-01-25 17:00:00,-06:00,50.53,,datalogger,R,
2018-01-25 16:00:00,-06:00,50.53,,datalogger,R,
2018-01-25 15:00:00,-06:00,50.53,,datalogger,R,
2018-01-25 14:00:00,-06:00,50.53,,datalogger,R,
2018-01-25 13:00:00,-06:00,50.55,,datalogger,R,
2018-01-25 12:00:00,-06:00,50.59,,datalogger,R,
2018-01-25 11:00:00,-06:00,50.61,,datalogger,R,
2018-01-25 10:00:00,-06:00,50.64,,datalogger,R,
2018-01-25 09:00:00,-06:00,50.65,12.40,datalogger,R,
2018-01-25 08:00:00,-06:00,50.65,,datalogger,R,
2018-01-25 07:00:00,-06:00,50.65,,datalogger,R,
2018-01-25 06:00:00,-06:00,50.65,,datalogger,R,
2018-01-25 05:00:00,-06:00,50.65,,datalogger,R,
2018-01-25 04:00:00,-06:00,50.65,,datalogger,R,
2018-01-25 03:00:00,-06:00,50.62,,datalogger,R,
2018-01-25 02:00:00,-06:00,50.61,,datalogger,R,
2018-01-25 01:00:00,-06:00,50.61,,datalogger,R,
2018-01-25 00:00:00,-06:00,50.61,,datalogger,R,
2018-01-24 23:00:00,-06:00,50.61,,datalogger,R,
2018-01-24 22:00:00,-06:00,50.61,,datalogger,R,
