datetime,timezone,water_level(ft below land surface),temperature(C),battery_voltage(v),source,status,comment
2018-01-31 23:00:00,-06:00,175.47,21.00,13.60,datalogger,R,
2018-01-31 22:00:00,-06:00,175.43,21.00,,datalogger,R,
2018-01-31 21:00:00,-06:00,175.40,21.00,,datalogger,R,
2018-01-31 20:00:00,-06:00,175.38,21.00,,datalogger,R,
2018-01-31 19:00:00,-06:00,175.35,21.00,,datalogger,R,
2018-01-31 18:00:00,-06:00,175.33,21.00,,datalogger,R,
2018-01-31 17:00:00,-06:00,175.36,21.00,,datalogger,R,
2018-01-31 16:00:00,-06:00,175.39,21.00,,datalogger,R,
2018-01-31 15:00:00,-06:00,175.41,21.00,,datalogger,R,
2018-01-31 14:00:00,-06:00,175.45,21.00,,datalogger,R,
2018-01-31 13:00:00,-06:00,175.49,21.00,,datalogger,R,
2018-01-31 12:00:00,-06:00,175.52,21.00,,datalogger,R,
2018-01-31 11:00:00,-06:00,175.52,21.00,12.41,datalogger,R,
2018-01-31 10:00:00,-06:00,175.49,21.00,,datalogger,R,
2018-01-31 09:00:00,-06:00,175.47,21.00,,datalogger,R,
2018-01-31 08:00:00,-06:00,175.46,21.00,,datalogger,R,
2018-01-31 07:00:00,-06:00,175.48,21.00,,datalogger,R,
2018-01-31 06:00:00,-06:00,175.50,21.00,,datalogger,R,
2018-01-31 05:00:00,-06:00,175.54,21.00,,datalogger,R,
2018-01-31 04:00:00,-06:00,175.58,21.00,,datalogger,R,
2018-01-31 03:00:00,-06:00,175.63,21.00,,datalogger,R,
2018-01-31 02:00:00,-06:00,175.66,21.00,,datalogger,R,
2018-01-31 00:00:00,-06:00,175.69,21.00,,datalogger,R,
2018-01-30 23:00:00,-06:00,175.68,21.00,13.29,datalogger,R,
2018-01-30 22:00:00,-06:00,175.68,21.00,,datalogger,R,
2018-01-30 21:00:00,-06:00,175.67,21.00,,datalogger,R,
2018-01-30 20:00:00,-06:00,175.65,21.00,,datalogger,R,
2018-01-30 19:00:00,-06:00,175.65,21.00,,datalogger,R,
2018-01-30 18:00:00,-06:00,175.65,21.00,,datalogger,R,
2018-01-30 17:00:00,-06:00,175.68,21.00,,datalogger,R,
2018-01-30 16:00:00,-06:00,175.71,21.00,,datalogger,R,
2018-01-30 15:00:00,-06:00,175.75,21.00,,datalogger,R,
2018-01-30 14:00:00,-06:00,175.79,21.00,,datalogger,R,
2018-01-30 13:00:00,-06:00,175.83,21.00,,datalogger,R,
2018-01-30 12:00:00,-06:00,175.86,21.00,,datalogger,R,
2018-01-30 11:00:00,-06:00,175.87,21.00,12.41,datalogger,R,
2018-01-30 10:00:00,-06:00,175.86,21.00,,datalogger,R,
2018-01-30 09:00:00,-06:00,175.83,21.00,,datalogger,R,
2018-01-30 08:00:00,-06:00,175.83,21.00,,datalogger,R,
2018-01-30 07:00:00,-06:00,175.82,21.00,,datalogger,R,
2018-01-30 06:00:00,-06:00,175.84,21.00,,datalogger,R,
2018-01-30 05:00:00,-06:00,175.87,21.00,,datalogger,R,
2018-01-30 04:00:00,-06:00,175.92,21.00,,datalogger,R,
2018-01-30 03:00:00,-06:00,175.96,21.00,,datalogger,R,
2018-01-30 02:00:00,-06:00,176.00,21.00,,datalogger,R,
2018-01-30 00:00:00,-06:00,176.05,21.00,,datalogger,R,
2018-01-29 23:00:00,-06:00,176.04,21.00,13.21,datalogger,R,
2018-01-29 22:00:00,-06:00,176.03,21.00,,datalogger,R,
2018-01-29 21:00:00,-06:00,175.99,21.00,,datalogger,R,
2018-01-29 20:00:00,-06:00,175.96,21.00,,datalogger,R,
2018-01-29 19:00:00,-06:00,175.92,21.00,,datalogger,R,
2018-01-29 18:00:00,-06:00,175.91,21.00,,datalogger,R,
2018-01-29 17:00:00,-06:00,175.91,21.00,,datalogger,R,
2018-01-29 16:00:00,-06:00,175.94,21.00,,datalogger,R,
2018-01-29 15:00:00,-06:00,175.97,21.00,,datalogger,R,
2018-01-29 14:00:00,-06:00,176.02,21.00,,datalogger,R,
2018-01-29 12:00:00,-06:00,176.07,21.00,,datalogger,R,
