datetime,timezone,water_level(ft below land surface),battery_voltage(v),source,status,comment
2018-01-31 23:00:00,-06:00,627.56,12.93,datalogger,R,
2018-01-31 22:00:00,-06:00,628.94,,datalogger,R,
2018-01-31 21:00:00,-06:00,634.99,,datalogger,R,
2018-01-31 20:00:00,-06:00,633.76,,datalogger,R,
2018-01-31 19:00:00,-06:00,627.09,,datalogger,R,
2018-01-31 18:00:00,-06:00,625.37,,datalogger,R,
2018-01-31 17:00:00,-06:00,625.60,,datalogger,R,
2018-01-31 16:00:00,-06:00,625.90,,datalogger,R,
2018-01-31 15:00:00,-06:00,626.20,,datalogger,R,
2018-01-31 14:00:00,-06:00,626.63,,datalogger,R,
2018-01-31 13:00:00,-06:00,627.35,,datalogger,R,
2018-01-31 12:00:00,-06:00,628.81,,datalogger,R,
2018-01-31 11:00:00,-06:00,635.78,12.67,datalogger,R,
2018-01-31 10:00:00,-06:00,632.77,,datalogger,R,
2018-01-31 09:00:00,-06:00,625.53,,datalogger,R,
2018-01-31 08:00:00,-06:00,624.76,,datalogger,R,
2018-01-31 07:00:00,-06:00,624.86,,datalogger,R,
2018-01-31 06:00:00,-06:00,624.99,,datalogger,R,
2018-01-31 05:00:00,-06:00,625.14,,datalogger,R,
2018-01-31 04:00:00,-06:00,625.31,,datalogger,R,
2018-01-31 03:00:00,-06:00,625.50,,datalogger,R,
2018-01-31 02:00:00,-06:00,625.73,,datalogger,R,
2018-01-31 01:00:00,-06:00,626.01,,datalogger,R,
2018-01-31 00:00:00,-06:00,626.31,,datalogger,R,
2018-01-30 23:00:00,-06:00,626.74,12.99,datalogger,R,
2018-01-30 22:00:00,-06:00,627.29,,datalogger,R,
2018-01-30 21:00:00,-06:00,628.22,,datalogger,R,
2018-01-30 20:00:00,-06:00,630.23,,datalogger,R,
2018-01-30 19:00:00,-06:00,637.28,,datalogger,R,
2018-01-30 18:00:00,-06:00,635.08,,datalogger,R,
2018-01-30 17:00:00,-06:00,629.94,,datalogger,R,
2018-01-30 16:00:00,-06:00,625.33,,datalogger,R,
2018-01-30 15:00:00,-06:00,625.49,,datalogger,R,
2018-01-30 14:00:00,-06:00,625.78,,datalogger,R,
2018-01-30 13:00:00,-06:00,626.21,,datalogger,R,
2018-01-30 12:00:00,-06:00,626.81,,datalogger,R,
2018-01-30 11:00:00,-06:00,627.97,12.66,datalogger,R,
2018-01-30 10:00:00,-06:00,632.14,,datalogger,R,
2018-01-30 09:00:00,-06:00,634.03,,datalogger,R,
2018-01-30 08:00:00,-06:00,628.24,,datalogger,R,
2018-01-30 07:00:00,-06:00,624.26,,datalogger,R,
2018-01-30 06:00:00,-06:00,624.35,,datalogger,R,
2018-01-30 05:00:00,-06:00,624.44,,datalogger,R,
2018-01-30 04:00:00,-06:00,624.56,,datalogger,R,
2018-01-30 03:00:00,-06:00,624.68,,datalogger,R,
2018-01-30 02:00:00,-06:00,624.82,,datalogger,R,
2018-01-30 01:00:00,-06:00,624.97,,datalogger,R,
2018-01-30 00:00:00,-06:00,625.10,,datalogger,R,
2018-01-29 23:00:00,-06:00,625.29,12.99,datalogger,R,
2018-01-29 22:00:00,-06:00,625.54,,datalogger,R,
2018-01-29 21:00:00,-06:00,625.79,,datalogger,R,
2018-01-29 20:00:00,-06:00,626.21,,datalogger,R,
2018-01-29 19:00:00,-06:00,626.81,,datalogger,R,
2018-01-29 18:00:00,-06:00,627.89,,datalogger,R,
2018-01-29 17:00:00,-06:00,631.12,,datalogger,R,
2018-01-29 16:00:00,-06:00,634.95,,datalogger,R,
2018-01-29 15:00:00,-06:00,630.18,,datalogger,R,
2018-01-29 14:00:00,-06:00,624.49,,datalogger,R,
2018-01-29 13:00:00,-06:00,624.57,,datalogger,R,
2018-01-29 12:00:00,-06:00,624.62,,datalogger,R,
2018-01-29 11:00:00,-06:00,624.71,12.56,datalogger,R,
2018-01-29 10:00:00,-06:00,624.80,,datalogger,R,
2018-01-29 09:00:00,-06:00,624.95,,datalogger,R,
2018-01-29 08:00:00,-06:00,625.03,,datalogger,R,
2018-01-29 07:00:00,-06:00,625.17,,datalogger,R,
2018-01-29 06:00:00,-06:00,625.38,,datalogger,R,
2018-01-29 05:00:00,-06:00,625.62,,datalogger,R,
2018-01-29 04:00:00,-06:00,625.96,,datalogger,R,
2018-01-29 03:00:00,-06:00,626.40,,datalogger,R,
2018-01-29 02:00:00,-06:00,627.08,,datalogger,R,
2018-01-29 01:00:00,-06:00,628.16,,datalogger,R,
2018-01-29 00:00:00,-06:00,631.18,,datalogger,R,
2018-01-28 23:00:00,-06:00,635.09,12.96,datalogger,R,
2018-01-28 22:00:00,-06:00,629.84,,datalogger,R,
2018-01-28 21:00:00,-06:00,625.33,,datalogger,R,
2018-01-28 20:00:00,-06:00,625.56,,datalogger,R,
2018-01-28 19:00:00,-06:00,625.88,,datalogger,R,
2018-01-28 18:00:00,-06:00,626.30,,datalogger,R,
2018-01-28 17:00:00,-06:00,626.98,,datalogger,R,
2018-01-28 16:00:00,-06:00,628.32,,datalogger,R,
2018-01-28 15:00:00,-06:00,633.71,,datalogger,R,
2018-01-28 14:00:00,-06:00,633.28,,datalogger,R,
2018-01-28 13:00:00,-06:00,626.47,,datalogger,R,
2018-01-28 12:00:00,-06:00,624.63,,datalogger,R,
2018-01-28 11:00:00,-06:00,624.71,12.54,datalogger,R,
2018-01-28 10:00:00,-06:00,624.79,,datalogger,R,
2018-01-28 09:00:00,-06:00,624.91,,datalogger,R,
2018-01-28 08:00:00,-06:00,624.97,,datalogger,R,
2018-01-28 07:00:00,-06:00,625.08,,datalogger,R,
2018-01-28 06:00:00,-06:00,625.23,,datalogger,R,
2018-01-28 05:00:00,-06:00,625.42,,datalogger,R,
2018-01-28 04:00:00,-06:00,625.66,,datalogger,R,
2018-01-28 03:00:00,-06:00,625.99,,datalogger,R,
2018-01-28 02:00:00,-06:00,626.39,,datalogger,R,
2018-01-28 01:00:00,-06:00,627.01,,datalogger,R,
2018-01-28 00:00:00,-06:00,627.94,,datalogger,R,
2018-01-27 23:00:00,-06:00,630.05,12.94,datalogger,R,
2018-01-27 22:00:00,-06:00,636.52,,datalogger,R,
2018-01-27 21:00:00,-06:00,633.44,,datalogger,R,
2018-01-27 20:00:00,-06:00,626.70,,datalogger,R,
2018-01-27 19:00:00,-06:00,624.98,,datalogger,R,
2018-01-27 18:00:00,-06:00,625.12,,datalogger,R,
2018-01-27 17:00:00,-06:00,625.29,,datalogger,R,
2018-01-27 16:00:00,-06:00,625.52,,datalogger,R,
2018-01-27 15:00:00,-06:00,625.75,,datalogger,R,
2018-01-27 14:00:00,-06:00,626.12,,datalogger,R,
2018-01-27 13:00:00,-06:00,626.62,,datalogger,R,
2018-01-27 12:00:00,-06:00,627.41,,datalogger,R,
2018-01-27 11:00:00,-06:00,629.18,12.62,datalogger,R,
2018-01-27 10:00:00,-06:00,636.01,,datalogger,R,
2018-01-27 09:00:00,-06:00,632.65,,datalogger,R,
2018-01-27 08:00:00,-06:00,625.43,,datalogger,R,
2018-01-27 07:00:00,-06:00,624.61,,datalogger,R,
2018-01-27 06:00:00,-06:00,624.66,,datalogger,R,
2018-01-27 05:00:00,-06:00,624.74,,datalogger,R,
2018-01-27 04:00:00,-06:00,624.83,,datalogger,R,
2018-01-27 03:00:00,-06:00,624.95,,datalogger,R,
2018-01-27 02:00:00,-06:00,625.07,,datalogger,R,
2018-01-27 01:00:00,-06:00,625.23,,datalogger,R,
2018-01-27 00:00:00,-06:00,625.42,,datalogger,R,
2018-01-26 23:00:00,-06:00,625.62,13.10,datalogger,R,
2018-01-26 22:00:00,-06:00,625.89,,datalogger,R,
2018-01-26 21:00:00,-06:00,626.25,,datalogger,R,
2018-01-26 20:00:00,-06:00,626.71,,datalogger,R,
2018-01-26 19:00:00,-06:00,627.51,,datalogger,R,
2018-01-26 18:00:00,-06:00,629.15,,datalogger,R,
2018-01-26 17:00:00,-06:00,636.07,,datalogger,R,
2018-01-26 16:00:00,-06:00,632.50,,datalogger,R,
2018-01-26 15:00:00,-06:00,625.13,,datalogger,R,
2018-01-26 14:00:00,-06:00,624.83,,datalogger,R,
2018-01-26 13:00:00,-06:00,624.91,,datalogger,R,
2018-01-26 12:00:00,-06:00,625.03,,datalogger,R,
2018-01-26 11:00:00,-06:00,625.09,12.67,datalogger,R,
2018-01-26 10:00:00,-06:00,625.18,,datalogger,R,
2018-01-26 09:00:00,-06:00,625.32,,datalogger,R,
2018-01-26 08:00:00,-06:00,625.46,,datalogger,R,
2018-01-26 07:00:00,-06:00,625.68,,datalogger,R,
2018-01-26 06:00:00,-06:00,625.92,,datalogger,R,
2018-01-26 05:00:00,-06:00,626.26,,datalogger,R,
2018-01-26 04:00:00,-06:00,626.76,,datalogger,R,
2018-01-26 03:00:00,-06:00,627.60,,datalogger,R,
2018-01-26 02:00:00,-06:00,629.47,,datalogger,R,
2018-01-26 01:00:00,-06:00,635.26,,datalogger,R,
2018-01-26 00:00:00,-06:00,630.34,,datalogger,R,
2018-01-25 23:00:00,-06:00,625.21,12.99,datalogger,R,
2018-01-25 22:00:00,-06:00,625.36,,datalogger,R,
2018-01-25 21:00:00,-06:00,625.57,,datalogger,R,
2018-01-25 20:00:00,-06:00,625.77,,datalogger,R,
2018-01-25 19:00:00,-06:00,626.07,,datalogger,R,
2018-01-25 18:00:00,-06:00,626.43,,datalogger,R,
2018-01-25 17:00:00,-06:00,627.01,,datalogger,R,
2018-01-25 16:00:00,-06:00,627.98,,datalogger,R,
2018-01-25 15:00:00,-06:00,630.31,,datalogger,R,
2018-01-25 14:00:00,-06:00,635.05,,datalogger,R,
2018-01-25 13:00:00,-06:00,629.95,,datalogger,R,
2018-01-25 12:00:00,-06:00,625.03,,datalogger,R,
2018-01-25 11:00:00,-06:00,625.12,12.67,datalogger,R,
2018-01-25 10:00:00,-06:00,625.25,,datalogger,R,
2018-01-25 09:00:00,-06:00,625.51,,datalogger,R,
2018-01-25 08:00:00,-06:00,625.65,,datalogger,R,
2018-01-25 07:00:00,-06:00,625.88,,datalogger,R,
2018-01-25 06:00:00,-06:00,626.24,,datalogger,R,
2018-01-25 05:00:00,-06:00,626.74,,datalogger,R,
2018-01-25 04:00:00,-06:00,627.56,,datalogger,R,
2018-01-25 03:00:00,-06:00,629.36,,datalogger,R,
2018-01-25 02:00:00,-06:00,635.54,,datalogger,R,
2018-01-25 01:00:00,-06:00,631.16,,datalogger,R,
2018-01-25 00:00:00,-06:00,625.06,,datalogger,R,
2018-01-24 23:00:00,-06:00,625.21,12.99,datalogger,R,
2018-01-24 22:00:00,-06:00,625.37,,datalogger,R,
2018-01-24 21:00:00,-06:00,625.58,,datalogger,R,
2018-01-24 20:00:00,-06:00,625.84,,datalogger,R,
2018-01-24 19:00:00,-06:00,626.15,,datalogger,R,
2018-01-24 18:00:00,-06:00,626.60,,datalogger,R,
2018-01-24 17:00:00,-06:00,627.29,,datalogger,R,
2018-01-24 16:00:00,-06:00,628.55,,datalogger,R,
2018-01-24 15:00:00,-06:00,633.12,,datalogger,R,
2018-01-24 14:00:00,-06:00,634.09,,datalogger,R,
2018-01-24 13:00:00,-06:00,627.86,,datalogger,R,
2018-01-24 12:00:00,-06:00,624.94,,datalogger,R,
2018-01-24 11:00:00,-06:00,625.02,12.65,datalogger,R,
2018-01-24 10:00:00,-06:00,625.13,,datalogger,R,
2018-01-24 09:00:00,-06:00,625.32,,datalogger,R,
2018-01-24 08:00:00,-06:00,625.44,,datalogger,R,
2018-01-24 07:00:00,-06:00,625.60,,datalogger,R,
2018-01-24 06:00:00,-06:00,625.87,,datalogger,R,
2018-01-24 05:00:00,-06:00,626.18,,datalogger,R,
2018-01-24 04:00:00,-06:00,626.63,,datalogger,R,
2018-01-24 03:00:00,-06:00,627.30,,datalogger,R,
2018-01-24 02:00:00,-06:00,628.57,,datalogger,R,
2018-01-24 01:00:00,-06:00,633.78,,datalogger,R,
2018-01-24 00:00:00,-06:00,633.11,,datalogger,R,
2018-01-23 23:00:00,-06:00,626.00,12.96,datalogger,R,
2018-01-23 22:00:00,-06:00,625.35,,datalogger,R,
2018-01-23 21:00:00,-06:00,625.54,,datalogger,R,
2018-01-23 20:00:00,-06:00,625.75,,datalogger,R,
2018-01-23 19:00:00,-06:00,626.03,,datalogger,R,
2018-01-23 18:00:00,-06:00,626.37,,datalogger,R,
2018-01-23 17:00:00,-06:00,626.85,,datalogger,R,
2018-01-23 16:00:00,-06:00,627.63,,datalogger,R,
2018-01-23 15:00:00,-06:00,628.96,,datalogger,R,
2018-01-23 14:00:00,-06:00,635.35,,datalogger,R,
2018-01-23 13:00:00,-06:00,633.43,,datalogger,R,
2018-01-23 12:00:00,-06:00,626.47,,datalogger,R,
2018-01-23 11:00:00,-06:00,625.12,12.65,datalogger,R,
2018-01-23 10:00:00,-06:00,625.23,,datalogger,R,
2018-01-23 09:00:00,-06:00,625.39,,datalogger,R,
2018-01-23 08:00:00,-06:00,625.48,,datalogger,R,
2018-01-23 07:00:00,-06:00,625.63,,datalogger,R,
2018-01-23 06:00:00,-06:00,625.84,,datalogger,R,
2018-01-23 05:00:00,-06:00,626.06,,datalogger,R,
2018-01-23 04:00:00,-06:00,626.36,,datalogger,R,
2018-01-23 03:00:00,-06:00,626.71,,datalogger,R,
2018-01-23 02:00:00,-06:00,627.18,,datalogger,R,
2018-01-23 01:00:00,-06:00,627.92,,datalogger,R,
2018-01-23 00:00:00,-06:00,629.22,,datalogger,R,
2018-01-22 23:00:00,-06:00,633.95,12.91,datalogger,R,
2018-01-22 22:00:00,-06:00,635.34,,datalogger,R,
2018-01-22 21:00:00,-06:00,630.01,,datalogger,R,
2018-01-22 20:00:00,-06:00,625.80,,datalogger,R,
2018-01-22 19:00:00,-06:00,626.03,,datalogger,R,
2018-01-22 18:00:00,-06:00,626.31,,datalogger,R,
2018-01-22 17:00:00,-06:00,626.68,,datalogger,R,
2018-01-22 16:00:00,-06:00,627.22,,datalogger,R,
2018-01-22 15:00:00,-06:00,627.86,,datalogger,R,
2018-01-22 14:00:00,-06:00,629.16,,datalogger,R,
2018-01-22 13:00:00,-06:00,633.70,,datalogger,R,
2018-01-22 12:00:00,-06:00,635.40,,datalogger,R,
2018-01-22 11:00:00,-06:00,630.21,12.54,datalogger,R,
2018-01-22 10:00:00,-06:00,625.43,,datalogger,R,
2018-01-22 09:00:00,-06:00,625.59,,datalogger,R,
2018-01-22 08:00:00,-06:00,625.69,,datalogger,R,
2018-01-22 07:00:00,-06:00,625.87,,datalogger,R,
2018-01-22 06:00:00,-06:00,626.10,,datalogger,R,
2018-01-22 05:00:00,-06:00,626.37,,datalogger,R,
2018-01-22 04:00:00,-06:00,626.67,,datalogger,R,
2018-01-22 03:00:00,-06:00,627.09,,datalogger,R,
2018-01-22 02:00:00,-06:00,627.62,,datalogger,R,
2018-01-22 01:00:00,-06:00,628.46,,datalogger,R,
2018-01-22 00:00:00,-06:00,630.03,,datalogger,R,
2018-01-21 23:00:00,-06:00,636.92,12.99,datalogger,R,
2018-01-21 22:00:00,-06:00,635.84,,datalogger,R,
2018-01-21 21:00:00,-06:00,630.91,,datalogger,R,
2018-01-21 20:00:00,-06:00,625.98,,datalogger,R,
2018-01-21 19:00:00,-06:00,626.21,,datalogger,R,
2018-01-21 18:00:00,-06:00,626.52,,datalogger,R,
2018-01-21 17:00:00,-06:00,626.91,,datalogger,R,
2018-01-21 16:00:00,-06:00,627.43,,datalogger,R,
2018-01-21 15:00:00,-06:00,628.26,,datalogger,R,
2018-01-21 14:00:00,-06:00,629.93,,datalogger,R,
2018-01-21 13:00:00,-06:00,637.05,,datalogger,R,
2018-01-21 12:00:00,-06:00,633.86,,datalogger,R,
2018-01-21 11:00:00,-06:00,626.97,12.60,datalogger,R,
2018-01-21 10:00:00,-06:00,625.61,,datalogger,R,
2018-01-21 09:00:00,-06:00,625.72,,datalogger,R,
2018-01-21 08:00:00,-06:00,625.88,,datalogger,R,
2018-01-21 07:00:00,-06:00,626.11,,datalogger,R,
2018-01-21 06:00:00,-06:00,626.34,,datalogger,R,
2018-01-21 05:00:00,-06:00,626.63,,datalogger,R,
2018-01-21 04:00:00,-06:00,627.00,,datalogger,R,
2018-01-21 03:00:00,-06:00,627.47,,datalogger,R,
2018-01-21 02:00:00,-06:00,628.19,,datalogger,R,
2018-01-21 01:00:00,-06:00,629.46,,datalogger,R,
2018-01-21 00:00:00,-06:00,633.90,,datalogger,R,
2018-01-20 23:00:00,-06:00,635.48,12.92,datalogger,R,
2018-01-20 22:00:00,-06:00,629.81,,datalogger,R,
2018-01-20 21:00:00,-06:00,626.34,,datalogger,R,
2018-01-20 20:00:00,-06:00,626.66,,datalogger,R,
2018-01-20 19:00:00,-06:00,627.08,,datalogger,R,
2018-01-20 18:00:00,-06:00,627.69,,datalogger,R,
2018-01-20 17:00:00,-06:00,628.73,,datalogger,R,
2018-01-20 16:00:00,-06:00,631.13,,datalogger,R,
2018-01-20 15:00:00,-06:00,636.70,,datalogger,R,
2018-01-20 14:00:00,-06:00,632.90,,datalogger,R,
2018-01-20 13:00:00,-06:00,625.81,,datalogger,R,
2018-01-20 12:00:00,-06:00,625.95,,datalogger,R,
2018-01-20 11:00:00,-06:00,626.13,12.57,datalogger,R,
2018-01-20 10:00:00,-06:00,626.34,,datalogger,R,
2018-01-20 09:00:00,-06:00,626.65,,datalogger,R,
2018-01-20 08:00:00,-06:00,627.12,,datalogger,R,
2018-01-20 07:00:00,-06:00,627.85,,datalogger,R,
2018-01-20 06:00:00,-06:00,629.26,,datalogger,R,
2018-01-20 05:00:00,-06:00,635.49,,datalogger,R,
2018-01-20 04:00:00,-06:00,633.45,,datalogger,R,
2018-01-20 03:00:00,-06:00,626.26,,datalogger,R,
