datetime,timezone,water_level(ft below land surface),battery_voltage(v),source,status,comment
2018-01-31 20:00:00,-06:00,235.59,12.65,datalogger,R,
2018-01-31 19:00:00,-06:00,234.50,,datalogger,R,
2018-01-31 18:00:00,-06:00,234.92,,datalogger,R,
2018-01-31 17:00:00,-06:00,235.41,,datalogger,R,
2018-01-31 16:00:00,-06:00,235.97,,datalogger,R,
2018-01-31 15:00:00,-06:00,236.58,,datalogger,R,
2018-01-31 14:00:00,-06:00,237.33,,datalogger,R,
2018-01-31 13:00:00,-06:00,238.16,,datalogger,R,
2018-01-31 12:00:00,-06:00,238.52,,datalogger,R,
2018-01-31 11:00:00,-06:00,235.49,,datalogger,R,
2018-01-31 10:00:00,-06:00,233.55,,datalogger,R,
2018-01-31 09:00:00,-06:00,233.74,,datalogger,R,
2018-01-31 08:00:00,-06:00,234.03,12.65,datalogger,R,
2018-01-31 07:00:00,-06:00,234.37,,datalogger,R,
2018-01-31 06:00:00,-06:00,234.76,,datalogger,R,
2018-01-31 05:00:00,-06:00,235.19,,datalogger,R,
2018-01-31 04:00:00,-06:00,235.68,,datalogger,R,
2018-01-31 03:00:00,-06:00,236.23,,datalogger,R,
2018-01-31 02:00:00,-06:00,236.83,,datalogger,R,
2018-01-31 01:00:00,-06:00,237.50,,datalogger,R,
2018-01-31 00:00:00,-06:00,238.24,,datalogger,R,
2018-01-30 23:00:00,-06:00,238.87,,datalogger,R,
2018-01-30 22:00:00,-06:00,237.35,,datalogger,R,
2018-01-30 21:00:00,-06:00,235.14,,datalogger,R,
2018-01-30 20:00:00,-06:00,235.55,12.49,datalogger,R,
2018-01-30 19:00:00,-06:00,236.02,,datalogger,R,
2018-01-30 18:00:00,-06:00,236.61,,datalogger,R,
2018-01-30 17:00:00,-06:00,237.26,,datalogger,R,
2018-01-30 16:00:00,-06:00,238.02,,datalogger,R,
2018-01-30 15:00:00,-06:00,238.78,,datalogger,R,
2018-01-30 14:00:00,-06:00,238.31,,datalogger,R,
2018-01-30 13:00:00,-06:00,234.74,,datalogger,R,
2018-01-30 12:00:00,-06:00,233.93,,datalogger,R,
2018-01-30 11:00:00,-06:00,234.21,,datalogger,R,
2018-01-30 10:00:00,-06:00,234.50,,datalogger,R,
2018-01-30 09:00:00,-06:00,234.80,,datalogger,R,
2018-01-30 08:00:00,-06:00,235.14,12.73,datalogger,R,
2018-01-30 07:00:00,-06:00,235.49,,datalogger,R,
2018-01-30 06:00:00,-06:00,235.86,,datalogger,R,
2018-01-30 05:00:00,-06:00,236.28,,datalogger,R,
2018-01-30 04:00:00,-06:00,236.84,,datalogger,R,
2018-01-30 03:00:00,-06:00,237.48,,datalogger,R,
2018-01-30 02:00:00,-06:00,238.21,,datalogger,R,
