datetime,timezone,water_level(ft below land surface),temperature(C),battery_voltage(v),source,status,comment
2018-01-29 06:00:00,-06:00,227.40,21.40,,datalogger,R,
2018-01-29 05:00:00,-06:00,227.42,21.40,,datalogger,R,
2018-01-29 04:00:00,-06:00,227.44,21.40,,datalogger,R,
2018-01-29 03:00:00,-06:00,227.49,21.40,,datalogger,R,
2018-01-29 02:00:00,-06:00,227.53,21.40,,datalogger,R,
2018-01-29 01:00:00,-06:00,227.58,21.40,,datalogger,R,
2018-01-29 00:00:00,-06:00,227.64,21.40,,datalogger,R,
2018-01-28 23:00:00,-06:00,227.71,21.40,,datalogger,R,
2018-01-28 22:00:00,-06:00,227.83,21.40,,datalogger,R,
2018-01-28 21:00:00,-06:00,228.11,21.40,,datalogger,R,
2018-01-28 20:00:00,-06:00,230.42,21.40,,datalogger,R,
2018-01-28 19:00:00,-06:00,227.53,21.40,,datalogger,R,
2018-01-28 18:00:00,-06:00,227.62,21.40,,datalogger,R,
2018-01-28 17:00:00,-06:00,227.84,21.40,,datalogger,R,
2018-01-28 16:00:00,-06:00,229.51,21.40,,datalogger,R,
2018-01-28 15:00:00,-06:00,227.48,21.40,,datalogger,R,
2018-01-28 14:00:00,-06:00,227.60,21.40,,datalogger,R,
2018-01-28 13:00:00,-06:00,227.84,21.40,,datalogger,R,
2018-01-28 12:00:00,-06:00,230.26,21.40,,datalogger,R,
2018-01-28 11:00:00,-06:00,227.36,21.40,,datalogger,R,
2018-01-28 10:00:00,-06:00,227.35,21.40,,datalogger,R,
2018-01-28 09:00:00,-06:00,227.36,21.40,,datalogger,R,
2018-01-28 08:00:00,-06:00,227.35,21.40,,datalogger,R,
2018-01-28 07:00:00,-06:00,227.36,21.40,,datalogger,R,
2018-01-28 06:00:00,-06:00,227.37,21.40,,datalogger,R,
2018-01-28 05:00:00,-06:00,227.41,21.40,,datalogger,R,
2018-01-28 04:00:00,-06:00,227.47,21.40,,datalogger,R,
2018-01-28 03:00:00,-06:00,227.54,21.40,,datalogger,R,
2018-01-28 02:00:00,-06:00,227.66,21.40,,datalogger,R,
2018-01-28 01:00:00,-06:00,228.01,21.40,,datalogger,R,
2018-01-28 00:00:00,-06:00,229.53,21.40,,datalogger,R,
2018-01-27 23:00:00,-06:00,227.48,21.40,,datalogger,R,
2018-01-27 22:00:00,-06:00,227.53,21.40,,datalogger,R,
2018-01-27 21:00:00,-06:00,227.62,21.40,,datalogger,R,
2018-01-27 20:00:00,-06:00,227.79,21.40,,datalogger,R,
2018-01-27 19:00:00,-06:00,228.89,21.40,,datalogger,R,
2018-01-27 18:00:00,-06:00,228.91,21.40,,datalogger,R,
2018-01-27 17:00:00,-06:00,227.30,21.40,,datalogger,R,
2018-01-27 16:00:00,-06:00,227.31,21.40,,datalogger,R,
2018-01-27 15:00:00,-06:00,227.34,21.40,,datalogger,R,
2018-01-27 14:00:00,-06:00,227.40,21.40,,datalogger,R,
2018-01-27 13:00:00,-06:00,227.50,21.40,,datalogger,R,
2018-01-27 12:00:00,-06:00,227.68,21.40,,datalogger,R,
2018-01-27 11:00:00,-06:00,228.99,21.40,,datalogger,R,
2018-01-27 10:00:00,-06:00,227.24,21.40,,datalogger,R,
2018-01-27 09:00:00,-06:00,227.23,21.40,,datalogger,R,
2018-01-27 08:00:00,-06:00,227.23,21.40,,datalogger,R,
2018-01-27 07:00:00,-06:00,227.24,21.40,,datalogger,R,
2018-01-27 06:00:00,-06:00,227.24,21.40,,datalogger,R,
2018-01-27 05:00:00,-06:00,227.23,21.40,,datalogger,R,
2018-01-27 04:00:00,-06:00,227.23,21.40,,datalogger,R,
2018-01-27 03:00:00,-06:00,227.25,21.40,,datalogger,R,
2018-01-27 02:00:00,-06:00,227.25,21.40,,datalogger,R,
2018-01-27 01:00:00,-06:00,227.27,21.40,,datalogger,R,
2018-01-27 00:00:00,-06:00,227.29,21.40,,datalogger,R,
2018-01-26 23:00:00,-06:00,227.28,21.40,,datalogger,R,
2018-01-26 22:00:00,-06:00,227.29,21.40,,datalogger,R,
2018-01-26 21:00:00,-06:00,227.27,21.40,,datalogger,R,
2018-01-26 20:00:00,-06:00,227.28,21.40,,datalogger,R,
2018-01-26 19:00:00,-06:00,227.28,21.40,,datalogger,R,
2018-01-26 18:00:00,-06:00,227.27,21.40,,datalogger,R,
2018-01-26 17:00:00,-06:00,227.27,21.40,,datalogger,R,
2018-01-26 16:00:00,-06:00,227.26,21.40,,datalogger,R,
2018-01-26 15:00:00,-06:00,227.26,21.40,,datalogger,R,
2018-01-26 14:00:00,-06:00,227.28,21.40,,datalogger,R,
