datetime,timezone,water_level(ft below land surface),temperature(C),battery_voltage(v),source,status,comment
2018-01-31 20:00:00,-06:00,138.43,,12.01,datalogger,R,
2018-01-31 19:00:00,-06:00,138.41,,,datalogger,R,
2018-01-31 18:00:00,-06:00,138.41,,,datalogger,R,
2018-01-31 17:00:00,-06:00,138.43,,,datalogger,R,
2018-01-31 16:00:00,-06:00,138.43,,,datalogger,R,
2018-01-31 15:00:00,-06:00,138.45,,,datalogger,R,
2018-01-31 14:00:00,-06:00,138.46,,,datalogger,R,
2018-01-31 13:00:00,-06:00,138.48,,,datalogger,R,
2018-01-31 12:00:00,-06:00,138.51,,,datalogger,R,
2018-01-31 11:00:00,-06:00,138.51,,,datalogger,R,
2018-01-31 10:00:00,-06:00,138.50,,,datalogger,R,
2018-01-31 09:00:00,-06:00,138.50,,,datalogger,R,
2018-01-31 08:00:00,-06:00,138.49,,12.17,datalogger,R,
2018-01-31 07:00:00,-06:00,138.49,,,datalogger,R,
2018-01-31 06:00:00,-06:00,138.49,,,datalogger,R,
2018-01-31 05:00:00,-06:00,138.50,,,datalogger,R,
2018-01-31 04:00:00,-06:00,138.53,,,datalogger,R,
2018-01-31 03:00:00,-06:00,138.55,,,datalogger,R,
2018-01-31 02:00:00,-06:00,138.55,,,datalogger,R,
2018-01-31 01:00:00,-06:00,138.56,,,datalogger,R,
2018-01-31 00:00:00,-06:00,138.57,,,datalogger,R,
2018-01-30 23:00:00,-06:00,138.58,,,datalogger,R,
2018-01-30 22:00:00,-06:00,138.58,,,datalogger,R,
2018-01-30 21:00:00,-06:00,138.55,,,datalogger,R,
2018-01-30 20:00:00,-06:00,138.54,,11.93,datalogger,R,
2018-01-30 19:00:00,-06:00,138.56,,,datalogger,R,
2018-01-30 18:00:00,-06:00,138.55,,,datalogger,R,
2018-01-30 17:00:00,-06:00,138.56,,,datalogger,R,
2018-01-30 16:00:00,-06:00,138.56,,,datalogger,R,
2018-01-30 15:00:00,-06:00,138.58,,,datalogger,R,
2018-01-30 14:00:00,-06:00,138.59,,,datalogger,R,
2018-01-30 13:00:00,-06:00,138.62,,,datalogger,R,
2018-01-30 12:00:00,-06:00,138.63,,,datalogger,R,
2018-01-30 11:00:00,-06:00,138.63,,,datalogger,R,
2018-01-30 10:00:00,-06:00,138.64,,,datalogger,R,
2018-01-30 09:00:00,-06:00,138.63,,,datalogger,R,
2018-01-30 08:00:00,-06:00,138.62,,12.17,datalogger,R,
2018-01-30 07:00:00,-06:00,138.61,,,datalogger,R,
2018-01-30 06:00:00,-06:00,138.61,,,datalogger,R,
2018-01-30 05:00:00,-06:00,138.62,,,datalogger,R,
2018-01-30 04:00:00,-06:00,138.63,,,datalogger,R,
2018-01-30 03:00:00,-06:00,138.64,,,datalogger,R,
2018-01-30 02:00:00,-06:00,138.65,,,datalogger,R,
2018-01-30 01:00:00,-06:00,138.66,,,datalogger,R,
2018-01-30 00:00:00,-06:00,138.67,,,datalogger,R,
2018-01-29 23:00:00,-06:00,138.67,,,datalogger,R,
2018-01-29 22:00:00,-06:00,138.65,,,datalogger,R,
2018-01-29 21:00:00,-06:00,138.64,,,datalogger,R,
