id,text,created_at,place,coordinates
814493688957177857,"Attend financial assistance workshop Jan.10 at 9am at the Burnet Comm. Cntr, 401 E. Jackson St., @CityofBurnet. https://t.co/ch2AkJrDDM",Thu Dec 29 15:30:02 +0000 2016,None,None
814131299610927105,Regional planning groups submit plans that provide valuable input abt their local #txwater issues. Read why we plan https://t.co/C9OHDNzy0I,Wed Dec 28 15:30:02 +0000 2016,None,None
813829313543798790,The #2017StateWaterPlan projects a 30% increase in population by 2040. Find out more about your region at https://t.co/nuiMk0mCSE,Tue Dec 27 19:30:03 +0000 2016,None,None
813768911506141186,Join panel abt protecting #txwater at #WaterForTX2017 w/ @TexasSierraClub @lukemetzger @laurajhuffman @TCEQNews. https://t.co/PinnsstCeu,Tue Dec 27 15:30:02 +0000 2016,None,None
812372208626630656,"Happy Holidays! Our offices will be closed December 26, 2016. https://t.co/ZX3OgZQAaY",Fri Dec 23 19:00:02 +0000 2016,None,None
812338235523403776,RT @TNRIS: Texas GIS Community Meeting - https://t.co/TnQ8DTwoat,Fri Dec 23 16:45:02 +0000 2016,None,None
812311812595073026,The #2017StateWaterPlan includes water mgmt. strategies to help meet future demand w/ conservation &amp; reuse strategi https://t.co/D4RsZpmaLm,Fri Dec 23 15:00:02 +0000 2016,None,None
812284393540698112,RT @twdb_DrMace: Our interactive state water plan (#iSWP) now includes info on #TXwater sources (and who plans to use it): https://t.co/gOY,Fri Dec 23 13:11:05 +0000 2016,None,None
811964471358918657,RT @twdb_DrMace: Pretty much the same this week as last week with a slight expansion of #TXdrought in the #TXpanhandle https://t.co/4WynN3,Thu Dec 22 15:59:50 +0000 2016,None,None
811957622828048388,Are you a rainwater harvester? There's still time to apply for our Texas Rain Catcher Award! Apps due by Dec. 31. https://t.co/o4Qwn9YZVq,Thu Dec 22 15:32:37 +0000 2016,None,None
811659525434568704,RT @twdb_DrMace: Our HB 1232 rpt on #TXaquifers is now available. One gem: ~30% of surface water in #Texas comes from groundwater. https://,Wed Dec 21 19:48:05 +0000 2016,None,None
811647441086844928,"The full #WaterforTX2017 conference schedule is now posted! View times, sessions, presenters, &amp; featured speakers. https://t.co/IkUpXIjV5z",Wed Dec 21 19:00:04 +0000 2016,None,None
811616705210445824,RT @twdb_DrMace: .@austintexasgov using @twdb funding to improve #TXflood web site for #AustinTX area: https://t.co/yKcxBUZHfC,Wed Dec 21 16:57:56 +0000 2016,None,None
811594582333018113,"In response to 2011 drought, the 2016 regional water plans had info abt #txdrought response. Read why we plan at https://t.co/phfnkNZctj",Wed Dec 21 15:30:01 +0000 2016,None,None
811586566527320064,TWDB opens applications for Agricultural Water Conservation Grants | Texas Water Resources Institute https://t.co/q9H9ihj1Ql,Wed Dec 21 14:58:10 +0000 2016,None,None
811315237806751744,.@evanasmith moderating panel abt policy issues at #WaterForTX2017 w/ @electcharles @RepLyleLarson @TxChuy @TXRepE3 https://t.co/Z1NtuAhaOg,Tue Dec 20 21:00:00 +0000 2016,None,None
811020800991997952,We have a number of job openings. Learn more at https://t.co/fFgRlFhew7. #txwater https://t.co/VcahhIaN1a,Tue Dec 20 01:30:01 +0000 2016,None,None
810869802382147585,This digital image features Smith Co. and Lake Palestine and was taken as part of our strategic mapping program https://t.co/uFaslUl1ap,Mon Dec 19 15:30:00 +0000 2016,None,None
810586952575680512,RT @MeadowsC4Water: Innovative solutions meet water challenges. Join me in January at the @TWDB's #WaterForTX2017! Learn more at https://t.,Sun Dec 18 20:46:04 +0000 2016,None,None
809869402762080256,@darwinarcher We look forward to hearing from you!,Fri Dec 16 21:14:46 +0000 2016,None,None
809869109001420801,@royspence We're looking forward to your keynote speech at the awards banquet!,Fri Dec 16 21:13:36 +0000 2016,None,None
809856478559473665,"RT @TASSCC: Richard Wade, Dep Exec Admin/GIO @TNRIS Achieving Success Through Open Collaboration, Communication, and Cooperation. #TASSCC_S",Fri Dec 16 20:23:25 +0000 2016,None,None
809782647111241728,"The #2017StateWaterPlan recommends 5,500 #txwater management strategies. This includes conservation &amp; reuse. https://t.co/Wi7SM38Apb",Fri Dec 16 15:30:02 +0000 2016,None,None
809752969730293760,RT @twdb_kathleen: Video from @twdb #txrural &amp; #txag work session in @cityoflubbock is now available online - watch it here: https://t.co/G,Fri Dec 16 13:32:07 +0000 2016,None,None
809571250217644032,"Hear keynote speakers @DanPatrick, @Glenn_Hegar, @AstroDude, and @RoySpence at #WaterForTX2017 in January. https://t.co/llWsnEH2w8",Fri Dec 16 01:30:01 +0000 2016,None,None
809448997597356033,"Today we approved financial assistance totaling $883,557 for rural #txwater projects. https://t.co/1QC5RJObQg",Thu Dec 15 17:24:14 +0000 2016,None,None
809439275737616384,Our Board meeting has concluded. Thanks to all participants!,Thu Dec 15 16:45:36 +0000 2016,None,None
809437762860490752,Dr. Wentzel with our staff provides water conditions update. This October was driest on record since 1952.,Thu Dec 15 16:39:35 +0000 2016,None,None
809423859120218112,"We approved $483,557 to the City of Lueders for #txwater system improvements.",Thu Dec 15 15:44:21 +0000 2016,None,None
809422794937298945,"We approved $200,000 to the Loop Water Supply Corporation for #txwater treatment plant improvements.",Thu Dec 15 15:40:07 +0000 2016,None,None
809422136444153856,"We approved $200,000 to the Commodore Cove Improvement District for #txwater system improvements.",Thu Dec 15 15:37:30 +0000 2016,None,None
809420415865122816,Board meeting has started. @twdb_bech @twdb_kathleen @twdb_peter provide updates regarding outreach efforts. https://t.co/ytGaF7dMyR,Thu Dec 15 15:30:40 +0000 2016,None,None
809416926841675776,"Board meeting starting soon today at the Stephen F. Austin Bldg., 1700 N. Congress Ave., Rm 170 in Austin. Join us!",Thu Dec 15 15:16:48 +0000 2016,None,None
809412710609940481,Explore the #2017StateWaterPlan for in-depth info abt #txwater planning at https://t.co/ewzeyiqHqE. https://t.co/OMIZAI0Cw2,Thu Dec 15 15:00:03 +0000 2016,None,None
809382505979592704,"Reminder: Board meeting today at the Stephen F. Austin Bldg., 1700 N. Congress Ave., Rm 170 at 9:30 a.m. in Austin.",Thu Dec 15 13:00:01 +0000 2016,None,None
809156805817409540,RT @twdb_bech: Santa was spotted today delivering copies of the @twdb 2017 State Water Plan to the #txlege. https://t.co/tW8QXMWduF,Wed Dec 14 22:03:10 +0000 2016,None,None
