datetime,average_water_level
2018-02-01,173.99
2018-01-31,173.99
2018-01-30,174.07
2018-01-29,174.08
2018-01-28,174.02
2018-01-27,174.01
2018-01-26,174.02
2018-01-25,174.08
2018-01-24,174.1
2018-01-23,4333.43
2018-01-22,174.0
2018-01-21,173.94
2018-01-20,173.97
2018-01-19,174.02
2018-01-18,174.1
2018-01-17,174.17
2018-01-16,174.13
2018-01-15,174.05
2018-01-14,174.1
2018-01-13,4333.49
2018-01-12,41767.79
2018-01-11,4333.33
2018-01-10,12652.07
2018-01-09,8492.75
2018-01-08,174.01
2018-01-07,173.97
2018-01-06,174.03
2018-01-05,174.04
2018-01-04,174.05
2018-01-03,174.08
2018-01-02,174.09
2018-01-01,174.13
2017-12-31,174.03
2017-12-30,174.0
2017-12-29,174.05
2017-12-28,174.08
2017-12-27,174.08
2017-12-26,174.02
2017-12-25,174.06
2017-12-24,174.03
2017-12-23,174.04
2017-12-22,173.94
2017-12-21,173.94
2017-12-20,173.99
2017-12-19,173.98
2017-12-18,174.0
2017-12-17,173.99
2017-12-16,174.0
2017-12-15,16811.56
2017-12-14,4333.36
2017-12-13,8492.78
2017-12-12,174.08
2017-12-11,174.08
2017-12-10,174.11
2017-12-09,174.08
2017-12-08,174.07
2017-12-07,174.19
2017-12-06,174.21
2017-12-05,174.15
2017-12-04,174.11
2017-12-03,174.14
2017-12-02,174.16
2017-12-01,174.17
2017-11-30,174.18
2017-11-29,174.18
2017-11-28,8492.87
2017-11-27,174.16
2017-11-26,8492.92
2017-11-25,4333.48
2017-11-24,174.12
2017-11-23,174.17
2017-11-22,16811.65
2017-11-21,174.08
2017-11-20,174.14
2017-11-19,8492.92
2017-11-18,174.08
2017-11-17,174.09
2017-11-16,174.1
2017-11-15,174.08
2017-11-14,174.11
2017-11-13,174.14
2017-11-12,174.17
2017-11-11,174.17
2017-11-10,174.19
2017-11-09,174.21
2017-11-08,174.16
2017-11-07,174.13
2017-11-06,174.13
2017-11-05,174.12
2017-11-04,174.12
2017-11-03,174.13
2017-11-02,174.11
2017-11-01,174.08
2017-10-31,174.09
2017-10-30,174.07
2017-10-29,174.11
2017-10-28,174.14
2017-10-26,174.01
2017-10-25,174.11
2017-10-24,174.14
2017-10-23,174.08
2017-10-22,174.06
2017-10-21,174.01
2017-10-20,174.02
2017-10-19,174.04
2017-10-18,174.06
2017-10-17,174.08
2017-10-16,174.09
2017-10-15,174.04
2017-10-14,174.01
2017-10-13,174.01
2017-10-12,174.01
2017-10-11,174.03
2017-10-10,174.01
2017-10-09,173.92
2017-10-08,173.93
2017-10-07,173.94
2017-10-06,173.99
2017-10-05,174.04
2017-10-04,174.08
2017-10-03,174.05
2017-10-02,174.02
2017-10-01,174.05
2017-09-30,174.09
2017-09-29,174.08
2017-09-28,174.08
2017-09-27,174.51
