datetime,timezone,water_level(ft below land surface),battery_voltage(v),source,status,comment
2018-02-01 03:00:00,-06:00,333.34,12.84,datalogger,R,
2018-02-01 02:00:00,-06:00,333.36,,datalogger,R,
2018-02-01 01:00:00,-06:00,333.36,,datalogger,R,
2018-02-01 00:00:00,-06:00,333.35,,datalogger,R,
2018-01-31 23:00:00,-06:00,333.34,,datalogger,R,
2018-01-31 22:00:00,-06:00,333.34,,datalogger,R,
2018-01-31 21:00:00,-06:00,333.34,,datalogger,R,
2018-01-31 20:00:00,-06:00,333.33,,datalogger,R,
2018-01-31 19:00:00,-06:00,333.34,,datalogger,R,
2018-01-31 18:00:00,-06:00,333.35,,datalogger,R,
2018-01-31 17:00:00,-06:00,333.39,,datalogger,R,
2018-01-31 16:00:00,-06:00,333.43,,datalogger,R,
2018-01-31 15:00:00,-06:00,333.48,12.36,datalogger,R,
2018-01-31 14:00:00,-06:00,333.43,,datalogger,R,
2018-01-31 13:00:00,-06:00,333.40,,datalogger,R,
2018-01-31 12:00:00,-06:00,333.38,,datalogger,R,
2018-01-31 11:00:00,-06:00,333.35,,datalogger,R,
2018-01-31 10:00:00,-06:00,333.45,,datalogger,R,
2018-01-31 09:00:00,-06:00,333.37,,datalogger,R,
2018-01-31 08:00:00,-06:00,333.30,,datalogger,R,
2018-01-31 07:00:00,-06:00,333.27,,datalogger,R,
2018-01-31 06:00:00,-06:00,333.30,,datalogger,R,
2018-01-31 05:00:00,-06:00,333.33,,datalogger,R,
2018-01-31 04:00:00,-06:00,333.35,,datalogger,R,
2018-01-31 03:00:00,-06:00,333.37,12.94,datalogger,R,
2018-01-31 02:00:00,-06:00,333.36,,datalogger,R,
2018-01-31 01:00:00,-06:00,333.37,,datalogger,R,
2018-01-31 00:00:00,-06:00,333.37,,datalogger,R,
2018-01-30 23:00:00,-06:00,333.36,,datalogger,R,
2018-01-30 22:00:00,-06:00,333.33,,datalogger,R,
2018-01-30 21:00:00,-06:00,333.32,,datalogger,R,
2018-01-30 20:00:00,-06:00,333.31,,datalogger,R,
2018-01-30 19:00:00,-06:00,333.30,,datalogger,R,
2018-01-30 18:00:00,-06:00,333.33,,datalogger,R,
2018-01-30 17:00:00,-06:00,333.37,,datalogger,R,
2018-01-30 16:00:00,-06:00,333.40,,datalogger,R,
2018-01-30 15:00:00,-06:00,333.46,12.36,datalogger,R,
2018-01-30 14:00:00,-06:00,333.50,,datalogger,R,
2018-01-30 13:00:00,-06:00,333.35,,datalogger,R,
2018-01-30 12:00:00,-06:00,333.31,,datalogger,R,
2018-01-30 11:00:00,-06:00,333.31,,datalogger,R,
2018-01-30 10:00:00,-06:00,333.37,,datalogger,R,
2018-01-30 09:00:00,-06:00,333.21,,datalogger,R,
2018-01-30 08:00:00,-06:00,333.20,,datalogger,R,
2018-01-30 07:00:00,-06:00,333.19,,datalogger,R,
2018-01-30 06:00:00,-06:00,333.22,,datalogger,R,
2018-01-30 05:00:00,-06:00,333.22,,datalogger,R,
2018-01-30 04:00:00,-06:00,333.26,,datalogger,R,
2018-01-30 03:00:00,-06:00,333.30,12.96,datalogger,R,
2018-01-30 02:00:00,-06:00,333.31,,datalogger,R,
2018-01-30 01:00:00,-06:00,333.32,,datalogger,R,
2018-01-30 00:00:00,-06:00,333.31,,datalogger,R,
2018-01-29 23:00:00,-06:00,333.31,,datalogger,R,
2018-01-29 22:00:00,-06:00,333.31,,datalogger,R,
2018-01-29 21:00:00,-06:00,333.30,,datalogger,R,
2018-01-29 20:00:00,-06:00,333.31,,datalogger,R,
2018-01-29 19:00:00,-06:00,333.28,,datalogger,R,
2018-01-29 18:00:00,-06:00,333.30,,datalogger,R,
2018-01-29 17:00:00,-06:00,333.32,,datalogger,R,
2018-01-29 16:00:00,-06:00,333.37,,datalogger,R,
2018-01-29 15:00:00,-06:00,333.43,12.44,datalogger,R,
2018-01-29 14:00:00,-06:00,333.36,,datalogger,R,
2018-01-29 13:00:00,-06:00,333.34,,datalogger,R,
2018-01-29 12:00:00,-06:00,333.33,,datalogger,R,
2018-01-29 11:00:00,-06:00,333.31,,datalogger,R,
2018-01-29 10:00:00,-06:00,333.35,,datalogger,R,
2018-01-29 09:00:00,-06:00,333.25,,datalogger,R,
2018-01-29 08:00:00,-06:00,333.25,,datalogger,R,
2018-01-29 07:00:00,-06:00,333.27,,datalogger,R,
2018-01-29 06:00:00,-06:00,333.26,,datalogger,R,
2018-01-29 05:00:00,-06:00,333.29,,datalogger,R,
2018-01-29 04:00:00,-06:00,333.32,,datalogger,R,
2018-01-29 03:00:00,-06:00,333.35,12.94,datalogger,R,
2018-01-29 02:00:00,-06:00,333.38,,datalogger,R,
2018-01-29 01:00:00,-06:00,333.39,,datalogger,R,
2018-01-29 00:00:00,-06:00,333.40,,datalogger,R,
2018-01-28 23:00:00,-06:00,333.41,,datalogger,R,
2018-01-28 22:00:00,-06:00,333.42,,datalogger,R,
2018-01-28 21:00:00,-06:00,333.41,,datalogger,R,
