datetime,timezone,water_level(ft below land surface),battery_voltage(v),source,status,comment
2013-11-19 20:00:00,-06:00,479.00,,datalogger,R,
2013-10-29 20:00:00,-06:00,479.09,,datalogger,R,
2013-10-29 16:00:00,-06:00,479.08,,datalogger,R,
2013-10-29 12:00:00,-06:00,479.08,,datalogger,R,
2013-10-29 00:00:00,-06:00,479.07,,datalogger,R,
2013-10-28 20:00:00,-06:00,479.07,,datalogger,R,
2013-10-28 16:00:00,-06:00,479.07,,datalogger,R,
2013-10-28 12:00:00,-06:00,479.07,,datalogger,R,
2013-10-28 04:00:00,-06:00,479.07,,datalogger,R,
2013-10-28 00:00:00,-06:00,479.07,,datalogger,R,
2013-10-27 20:00:00,-06:00,479.07,,datalogger,R,
2013-10-27 16:00:00,-06:00,479.07,,datalogger,R,
2013-10-27 12:00:00,-06:00,479.06,,datalogger,R,
2013-10-27 04:00:00,-06:00,479.06,,datalogger,R,
2013-10-27 00:00:00,-06:00,479.06,,datalogger,R,
2013-10-26 20:00:00,-06:00,479.06,,datalogger,R,
2013-10-26 16:00:00,-06:00,479.05,,datalogger,R,
2013-10-26 12:00:00,-06:00,479.05,,datalogger,R,
2013-10-26 04:00:00,-06:00,479.05,,datalogger,R,
2013-10-26 00:00:00,-06:00,479.05,,datalogger,R,
2013-10-25 20:00:00,-06:00,479.05,,datalogger,R,
2013-10-25 16:00:00,-06:00,479.04,,datalogger,R,
2013-10-25 12:00:00,-06:00,479.04,,datalogger,R,
2013-10-24 12:00:00,-06:00,479.03,,datalogger,R,
2013-10-24 00:00:00,-06:00,479.03,,datalogger,R,
2013-10-23 20:00:00,-06:00,479.03,,datalogger,R,
2013-10-23 16:00:00,-06:00,479.03,,datalogger,R,
2013-10-23 12:00:00,-06:00,479.03,,datalogger,R,
2013-10-23 04:00:00,-06:00,479.03,,datalogger,R,
2013-10-23 00:00:00,-06:00,479.03,,datalogger,R,
2013-10-22 20:00:00,-06:00,479.03,,datalogger,R,
2013-10-22 16:00:00,-06:00,479.03,,datalogger,R,
2013-10-22 12:00:00,-06:00,479.03,,datalogger,R,
2013-10-22 08:00:00,-06:00,479.03,,datalogger,R,
2013-10-22 04:00:00,-06:00,479.03,,datalogger,R,
2013-10-22 00:00:00,-06:00,479.03,,datalogger,R,
2013-10-21 20:00:00,-06:00,479.03,,datalogger,R,
2013-10-21 16:00:00,-06:00,479.03,,datalogger,R,
2013-10-21 12:00:00,-06:00,479.01,,datalogger,R,
2013-10-21 08:00:00,-06:00,479.01,,datalogger,R,
2013-10-21 04:00:00,-06:00,479.01,,datalogger,R,
2013-10-21 00:00:00,-06:00,479.01,,datalogger,R,
2013-10-20 20:00:00,-06:00,479.02,,datalogger,R,
2013-10-20 16:00:00,-06:00,479.02,,datalogger,R,
2013-10-20 12:00:00,-06:00,479.02,,datalogger,R,
2013-10-20 08:00:00,-06:00,479.02,,datalogger,R,
2013-10-20 04:00:00,-06:00,479.02,,datalogger,R,
2013-10-20 00:00:00,-06:00,479.02,,datalogger,R,
2013-10-19 20:00:00,-06:00,479.02,,datalogger,R,
2013-10-19 16:00:00,-06:00,479.02,,datalogger,R,
2013-10-19 12:00:00,-06:00,479.02,,datalogger,R,
2013-10-19 08:00:00,-06:00,479.02,,datalogger,R,
2013-10-19 04:00:00,-06:00,479.02,,datalogger,R,
2013-10-19 00:00:00,-06:00,479.01,,datalogger,R,
2013-10-18 20:00:00,-06:00,478.86,,datalogger,R,
2013-10-18 16:00:00,-06:00,478.83,,datalogger,R,
2013-10-18 12:00:00,-06:00,478.83,,datalogger,R,
2013-10-18 04:00:00,-06:00,478.83,,datalogger,R,
2013-10-18 00:00:00,-06:00,478.82,,datalogger,R,
2013-10-17 20:00:00,-06:00,478.82,,datalogger,R,
2013-10-17 16:00:00,-06:00,478.82,,datalogger,R,
2013-10-17 12:00:00,-06:00,478.82,,datalogger,R,
2013-10-17 08:00:00,-06:00,478.82,,datalogger,R,
2013-10-17 04:00:00,-06:00,478.82,,datalogger,R,
2013-10-17 00:00:00,-06:00,478.81,,datalogger,R,
2013-10-16 20:00:00,-06:00,478.81,,datalogger,R,
2013-10-16 16:00:00,-06:00,478.81,,datalogger,R,
2013-10-16 12:00:00,-06:00,478.80,,datalogger,R,
2013-10-16 08:00:00,-06:00,478.80,,datalogger,R,
2013-10-16 04:00:00,-06:00,478.80,,datalogger,R,
2013-10-16 00:00:00,-06:00,478.80,,datalogger,R,
2013-10-15 20:00:00,-06:00,478.80,,datalogger,R,
2013-10-15 16:00:00,-06:00,478.80,,datalogger,R,
