datetime,timezone,water_level(ft below land surface),battery_voltage(v),source,status,comment
2013-12-26 14:00:00,-06:00,148.99,,datalogger,R,
2013-12-26 13:00:00,-06:00,149.02,,datalogger,R,
2013-12-26 12:00:00,-06:00,149.12,,datalogger,R,
2013-12-26 11:00:00,-06:00,149.17,,datalogger,R,
2013-12-26 10:00:00,-06:00,149.23,,datalogger,R,
2013-12-26 09:00:00,-06:00,149.23,,datalogger,R,
2013-12-26 08:00:00,-06:00,149.23,,datalogger,R,
2013-12-26 07:00:00,-06:00,149.25,,datalogger,R,
2013-12-26 06:00:00,-06:00,149.32,,datalogger,R,
2013-12-26 05:00:00,-06:00,149.33,,datalogger,R,
2013-12-26 04:00:00,-06:00,149.37,,datalogger,R,
2013-12-26 03:00:00,-06:00,149.38,,datalogger,R,
2013-12-26 02:00:00,-06:00,149.40,,datalogger,R,
2013-12-26 01:00:00,-06:00,149.44,,datalogger,R,
2013-12-26 00:00:00,-06:00,149.47,,datalogger,R,
2013-12-25 23:00:00,-06:00,149.53,,datalogger,R,
2013-12-25 22:00:00,-06:00,149.57,,datalogger,R,
2013-12-25 21:00:00,-06:00,149.60,,datalogger,R,
2013-12-25 20:00:00,-06:00,149.63,,datalogger,R,
2013-12-25 19:00:00,-06:00,149.63,,datalogger,R,
2013-12-25 18:00:00,-06:00,149.63,,datalogger,R,
2013-12-25 17:00:00,-06:00,149.63,,datalogger,R,
2013-12-25 16:00:00,-06:00,149.63,,datalogger,R,
2013-12-25 15:00:00,-06:00,149.63,,datalogger,R,
2013-12-25 14:00:00,-06:00,149.63,,datalogger,R,
2013-12-25 13:00:00,-06:00,149.63,,datalogger,R,
2013-12-25 12:00:00,-06:00,149.63,,datalogger,R,
2013-12-25 11:00:00,-06:00,149.63,,datalogger,R,
2013-12-25 10:00:00,-06:00,149.85,,datalogger,R,
2013-12-25 09:00:00,-06:00,149.85,,datalogger,R,
2013-12-25 08:00:00,-06:00,149.92,,datalogger,R,
2013-12-25 07:00:00,-06:00,149.92,,datalogger,R,
2013-12-25 06:00:00,-06:00,149.92,,datalogger,R,
2013-12-25 05:00:00,-06:00,149.92,,datalogger,R,
2013-12-25 04:00:00,-06:00,149.92,,datalogger,R,
2013-12-25 03:00:00,-06:00,149.94,,datalogger,R,
2013-12-25 02:00:00,-06:00,149.94,,datalogger,R,
2013-12-25 01:00:00,-06:00,149.98,,datalogger,R,
2013-12-25 00:00:00,-06:00,149.99,,datalogger,R,
2013-12-24 23:00:00,-06:00,150.02,,datalogger,R,
2013-12-24 22:00:00,-06:00,150.05,,datalogger,R,
2013-12-24 21:00:00,-06:00,150.05,,datalogger,R,
2013-12-24 20:00:00,-06:00,150.05,,datalogger,R,
2013-12-24 19:00:00,-06:00,150.05,,datalogger,R,
2013-12-24 18:00:00,-06:00,150.21,,datalogger,R,
2013-12-24 17:00:00,-06:00,150.22,,datalogger,R,
2013-12-24 16:00:00,-06:00,150.23,,datalogger,R,
2013-12-24 15:00:00,-06:00,150.28,,datalogger,R,
2013-12-24 14:00:00,-06:00,150.30,,datalogger,R,
2013-12-24 13:00:00,-06:00,150.34,,datalogger,R,
2013-12-24 12:00:00,-06:00,150.42,,datalogger,R,
2013-12-24 11:00:00,-06:00,150.47,,datalogger,R,
2013-12-24 10:00:00,-06:00,150.53,,datalogger,R,
2013-12-24 09:00:00,-06:00,150.55,,datalogger,R,
2013-12-24 08:00:00,-06:00,150.55,,datalogger,R,
2013-12-24 07:00:00,-06:00,150.55,,datalogger,R,
2013-12-24 06:00:00,-06:00,150.55,,datalogger,R,
2013-12-24 05:00:00,-06:00,150.55,,datalogger,R,
2013-12-24 04:00:00,-06:00,150.55,,datalogger,R,
2013-12-24 03:00:00,-06:00,150.55,,datalogger,R,
2013-12-24 02:00:00,-06:00,150.55,,datalogger,R,
2013-12-24 01:00:00,-06:00,150.55,,datalogger,R,
2013-12-24 00:00:00,-06:00,150.55,,datalogger,R,
2013-12-23 23:00:00,-06:00,150.55,,datalogger,R,
2013-12-23 22:00:00,-06:00,150.55,,datalogger,R,
2013-12-23 21:00:00,-06:00,150.55,,datalogger,R,
