datetime,timezone,water_level(ft below land surface),battery_voltage(v),source,status,comment
2018-02-01 06:00:00,-06:00,415.76,12.90,datalogger,R,
2018-02-01 05:00:00,-06:00,416.13,,datalogger,R,
2018-02-01 04:00:00,-06:00,416.43,,datalogger,R,
2018-02-01 03:00:00,-06:00,416.79,,datalogger,R,
2018-02-01 02:00:00,-06:00,417.16,,datalogger,R,
2018-02-01 01:00:00,-06:00,417.53,,datalogger,R,
2018-02-01 00:00:00,-06:00,417.90,,datalogger,R,
2018-01-31 23:00:00,-06:00,418.49,,datalogger,R,
2018-01-31 22:00:00,-06:00,417.09,,datalogger,R,
2018-01-31 21:00:00,-06:00,416.79,,datalogger,R,
2018-01-31 20:00:00,-06:00,417.02,,datalogger,R,
2018-01-31 19:00:00,-06:00,417.61,,datalogger,R,
2018-01-31 18:00:00,-06:00,417.98,12.60,datalogger,R,
2018-01-31 17:00:00,-06:00,418.64,,datalogger,R,
2018-01-31 16:00:00,-06:00,419.53,,datalogger,R,
2018-01-31 15:00:00,-06:00,419.82,,datalogger,R,
2018-01-31 14:00:00,-06:00,420.27,,datalogger,R,
2018-01-31 13:00:00,-06:00,418.64,,datalogger,R,
2018-01-31 12:00:00,-06:00,415.54,,datalogger,R,
2018-01-31 11:00:00,-06:00,415.91,,datalogger,R,
2018-01-31 10:00:00,-06:00,416.28,,datalogger,R,
2018-01-31 09:00:00,-06:00,416.79,,datalogger,R,
2018-01-31 08:00:00,-06:00,417.39,,datalogger,R,
2018-01-31 07:00:00,-06:00,416.28,,datalogger,R,
2018-01-31 06:00:00,-06:00,415.91,12.90,datalogger,R,
2018-01-31 05:00:00,-06:00,416.20,,datalogger,R,
2018-01-31 04:00:00,-06:00,416.57,,datalogger,R,
2018-01-31 03:00:00,-06:00,417.02,,datalogger,R,
2018-01-31 02:00:00,-06:00,417.31,,datalogger,R,
2018-01-31 01:00:00,-06:00,417.68,,datalogger,R,
2018-01-31 00:00:00,-06:00,418.12,,datalogger,R,
2018-01-30 23:00:00,-06:00,418.72,,datalogger,R,
2018-01-30 22:00:00,-06:00,417.24,,datalogger,R,
2018-01-30 21:00:00,-06:00,417.24,,datalogger,R,
2018-01-30 20:00:00,-06:00,417.61,,datalogger,R,
2018-01-30 19:00:00,-06:00,417.98,,datalogger,R,
2018-01-30 18:00:00,-06:00,418.49,12.50,datalogger,R,
2018-01-30 17:00:00,-06:00,419.23,,datalogger,R,
2018-01-30 16:00:00,-06:00,419.97,,datalogger,R,
2018-01-30 15:00:00,-06:00,420.71,,datalogger,R,
2018-01-30 14:00:00,-06:00,420.42,,datalogger,R,
2018-01-30 13:00:00,-06:00,418.64,,datalogger,R,
2018-01-30 12:00:00,-06:00,415.98,,datalogger,R,
2018-01-30 11:00:00,-06:00,416.20,,datalogger,R,
2018-01-30 10:00:00,-06:00,416.57,,datalogger,R,
2018-01-30 09:00:00,-06:00,417.09,,datalogger,R,
2018-01-30 08:00:00,-06:00,417.61,,datalogger,R,
2018-01-30 07:00:00,-06:00,417.31,,datalogger,R,
2018-01-29 18:00:00,-06:00,418.35,12.50,datalogger,R,
2018-01-29 17:00:00,-06:00,419.09,,datalogger,R,
2018-01-29 16:00:00,-06:00,419.82,,datalogger,R,
2018-01-29 15:00:00,-06:00,419.38,,datalogger,R,
2018-01-29 14:00:00,-06:00,420.12,,datalogger,R,
2018-01-29 13:00:00,-06:00,420.56,,datalogger,R,
