datetime,timezone,water_level(ft below land surface),battery_voltage(v),source,status,comment
2018-01-23 00:00:00,-06:00,256.16,13.30,datalogger,R,
2018-01-22 23:00:00,-06:00,255.86,,datalogger,R,
2018-01-22 22:00:00,-06:00,256.90,,datalogger,R,
2018-01-22 21:00:00,-06:00,257.34,,datalogger,R,
2018-01-22 20:00:00,-06:00,256.30,,datalogger,R,
2018-01-22 19:00:00,-06:00,256.45,,datalogger,R,
2018-01-22 18:00:00,-06:00,256.30,,datalogger,R,
2018-01-22 17:00:00,-06:00,255.71,,datalogger,R,
2018-01-22 16:00:00,-06:00,255.71,,datalogger,R,
2018-01-22 15:00:00,-06:00,255.86,,datalogger,R,
2018-01-22 14:00:00,-06:00,255.86,,datalogger,R,
2018-01-22 13:00:00,-06:00,256.16,,datalogger,R,
2018-01-22 12:00:00,-06:00,256.01,12.40,datalogger,R,
2018-01-22 11:00:00,-06:00,256.16,,datalogger,R,
2018-01-22 10:00:00,-06:00,256.45,,datalogger,R,
2018-01-22 09:00:00,-06:00,256.60,,datalogger,R,
2018-01-22 08:00:00,-06:00,256.90,,datalogger,R,
2018-01-22 07:00:00,-06:00,256.90,,datalogger,R,
2018-01-22 06:00:00,-06:00,257.79,,datalogger,R,
2018-01-22 05:00:00,-06:00,257.64,,datalogger,R,
2018-01-22 04:00:00,-06:00,257.79,,datalogger,R,
2018-01-22 03:00:00,-06:00,257.34,,datalogger,R,
2018-01-22 02:00:00,-06:00,257.05,,datalogger,R,
2018-01-22 01:00:00,-06:00,257.79,,datalogger,R,
2018-01-22 00:00:00,-06:00,256.75,12.50,datalogger,R,
2018-01-21 23:00:00,-06:00,257.49,,datalogger,R,
2018-01-21 22:00:00,-06:00,257.34,,datalogger,R,
2018-01-21 21:00:00,-06:00,256.90,,datalogger,R,
2018-01-21 20:00:00,-06:00,257.19,,datalogger,R,
2018-01-21 19:00:00,-06:00,257.05,,datalogger,R,
2018-01-21 18:00:00,-06:00,256.60,,datalogger,R,
2018-01-21 17:00:00,-06:00,256.45,,datalogger,R,
2018-01-21 16:00:00,-06:00,256.45,,datalogger,R,
2018-01-21 15:00:00,-06:00,256.75,,datalogger,R,
2018-01-21 14:00:00,-06:00,256.60,,datalogger,R,
2018-01-21 13:00:00,-06:00,256.90,,datalogger,R,
2018-01-21 12:00:00,-06:00,257.05,12.40,datalogger,R,
2018-01-21 11:00:00,-06:00,256.75,,datalogger,R,
2018-01-21 10:00:00,-06:00,257.05,,datalogger,R,
